id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,yakasi
1342043490398914341,444141348,Fatih,41.031098414270616,28.945878628297447,Entire home/apt,2290.0,5,4,2025-09-19,0.58,2,180,4,Avrupa
1342082318675744621,304448264,Beyoglu,41.0384596,28.983504,Private room,1101.0,7,4,2025-09-02,0.67,7,328,4,Avrupa
1342210705450176162,380165223,Beyoglu,41.03428415635824,28.98130365125515,Entire home/apt,3430.0,2,26,2025-08-19,3.44,13,327,26,Avrupa
1342423666721201645,211277594,Sisli,41.05474241348088,28.98905724496485,Entire home/apt,3178.0,100,1,2025-04-07,0.17,5,364,1,Avrupa
1342517182143105214,211277594,Sisli,41.05517100224255,28.98832824954398,Private room,1860.0,1,2,2025-09-08,1.13,5,364,2,Avrupa
1342688408548327473,260948258,Kadikoy,40.9847,29.03187,Private room,950.0,100,0,No Review,0.0,1,365,0,Anadolu
1342742162755077558,377740041,Beyoglu,41.02835,28.97668,Entire home/apt,3063.0,1,41,2025-09-21,5.1,54,108,41,Avrupa
1342778231911332045,538079262,Bahcelievler,40.99411464155612,28.84361860276402,Entire home/apt,3827.0,5,0,No Review,0.0,45,365,0,Avrupa
1342779065192536556,145594968,Sile,41.16546210856382,29.579231701791286,Entire home/apt,6236.0,2,19,2025-09-21,3.11,1,266,19,Anadolu
1342810450077117869,505772071,Beyoglu,41.0342,28.97331,Private room,943.0,30,0,No Review,0.0,5,365,0,Avrupa
1342818485767972516,505772071,Beyoglu,41.03556410146093,28.971526907799507,Private room,976.0,30,0,No Review,0.0,5,365,0,Avrupa
1342823694350834456,505772071,Beyoglu,41.0341177186104,28.97295211676633,Private room,830.0,30,0,No Review,0.0,5,365,0,Avrupa
1342826876350381548,505772071,Beyoglu,41.03430964767937,28.9719710311186,Private room,879.0,30,0,No Review,0.0,5,365,0,Avrupa
1342842087545423170,492721093,Beyoglu,41.03766505012282,28.983017347221363,Private room,1440.0,100,1,2025-05-02,0.2,3,365,1,Avrupa
1342864028656286646,377740041,Beyoglu,41.02862243054453,28.977118181374557,Entire home/apt,2114.0,1,31,2025-09-28,3.86,54,103,31,Avrupa
1342944421349945746,377740041,Beyoglu,41.02788686623081,28.975311143750226,Entire home/apt,2464.0,1,27,2025-09-30,3.35,54,106,27,Avrupa
1343307515071666612,377740041,Beyoglu,41.02799697922482,28.975671654113167,Entire home/apt,2212.0,1,15,2025-08-23,1.92,54,107,15,Avrupa
1343324199406185772,21636586,Beyoglu,41.028387766548704,28.97142661582712,Entire home/apt,4271.0,3,7,2025-08-26,1.03,127,356,7,Avrupa
1343346245355871972,1806816,Beyoglu,41.036167858731424,28.971910112391928,Private room,733.0,100,0,No Review,0.0,7,365,0,Avrupa
1343356244959863763,367862161,Kagithane,41.08364,28.998436,Entire home/apt,4991.0,3,1,2025-09-23,1.0,29,364,1,Avrupa
1343358582836795841,27787812,Fatih,41.00653753245225,28.970585465060488,Entire home/apt,2866.0,2,2,2025-07-22,0.36,4,328,2,Avrupa
1343367193374512660,140003574,Beyoglu,41.034112686290975,28.983508050262444,Private room,2708.0,1,9,2025-09-01,1.31,11,90,9,Avrupa
1343368078199393797,671712123,Kadikoy,40.98716252635925,29.02539812028408,Private room,913.0,100,0,No Review,0.0,1,180,0,Anadolu
1343416988450578391,1806816,Beyoglu,41.036700485585705,28.97245885019573,Private room,815.0,100,0,No Review,0.0,7,265,0,Avrupa
1343423455134855387,377740041,Beyoglu,41.02793701156539,28.975230070870783,Entire home/apt,2289.0,1,27,2025-09-19,3.45,54,110,27,Avrupa
1343612978968160307,672241480,Fatih,41.03184,28.94747,Entire home/apt,2005.0,1,4,2025-05-22,0.58,3,365,4,Avrupa
1343628363740728527,12756893,Sisli,41.0571461,28.9842925,Entire home/apt,2020.0,3,0,No Review,0.0,101,326,0,Avrupa
1343880611122846745,183337842,Beyoglu,41.05628075288938,28.952432379547123,Entire home/apt,1635.0,4,10,2025-09-04,1.43,13,146,10,Avrupa
1344101013452590074,261317628,Atasehir,40.99334660333653,29.0855235868164,Entire home/apt,1493.0,102,0,No Review,0.0,4,302,0,Anadolu
1344119622228943401,664438348,Sisli,41.0743365,28.9940828,Entire home/apt,2650.0,100,0,No Review,0.0,1,364,0,Avrupa
1344163152512985650,487124008,Pendik,40.929379071795005,29.310737970361128,Entire home/apt,2024.0,100,14,2025-06-08,1.74,1,365,14,Anadolu
1344177754608533868,671708733,Kadikoy,40.98893264138877,29.02688447672121,Entire home/apt,2103.0,100,0,No Review,0.0,1,364,0,Anadolu
1344192750651317968,157624789,Sisli,41.119158512722905,29.008548483252525,Entire home/apt,2921.0,100,0,No Review,0.0,1,365,0,Avrupa
1344204076226828928,473903971,Fatih,41.01494,28.95292,Private room,888.0,100,3,2025-06-27,0.5,8,354,3,Avrupa
1344341504244854492,495532781,Beyoglu,41.0364583,28.9824248,Private room,2603.0,1,0,No Review,0.0,4,90,0,Avrupa
1344357655526056376,12756893,Fatih,40.99733937355354,28.927903383857554,Entire home/apt,3570.0,100,2,2025-04-23,0.34,101,272,2,Avrupa
1344437394159470528,380165223,Beyoglu,41.03394595266703,28.982621933459694,Entire home/apt,3319.0,1,27,2025-09-10,3.57,13,359,27,Avrupa
1344710996955719236,456267487,Sisli,41.04585673352591,28.98480959236622,Entire home/apt,1530.0,13,0,No Review,0.0,8,365,0,Avrupa
1344731210449460464,500646180,Fatih,41.01857297293563,28.96029389603396,Private room,1022.0,1,12,2025-09-11,1.71,6,79,12,Avrupa
1344748880507128022,12756893,Beyoglu,41.03798307918755,28.990472240032087,Entire home/apt,2616.0,2,16,2025-09-07,1.99,101,360,16,Avrupa
1344811930907684139,675839980,Bakirkoy,40.977577,28.8743073,Private room,3665.0,1,1,2025-06-22,0.3,3,365,1,Avrupa
1344916157168107585,516772178,Esenyurt,41.01545794548765,28.676329833825164,Entire home/apt,1580.0,3,1,2025-08-17,0.67,11,352,1,Avrupa
1344958457670329506,306863124,Esenyurt,41.00950719069446,28.6808854714036,Entire home/apt,2264.0,100,1,2025-02-10,0.13,48,365,1,Avrupa
1345079582500904176,664462356,Pendik,40.89031032798384,29.271608747221343,Shared room,2446.0,100,0,No Review,0.0,14,365,0,Anadolu
1349127570017867956,676918739,Fatih,41.00400769282732,28.97639137064379,Private room,2684.0,100,0,No Review,0.0,4,365,0,Avrupa
1349136729965066478,676918739,Fatih,41.00193759701407,28.97611567868037,Entire home/apt,3172.0,100,0,No Review,0.0,4,365,0,Avrupa
1349144353193011979,676918739,Fatih,41.00248562517608,28.975425080610822,Entire home/apt,4879.0,100,0,No Review,0.0,4,365,0,Avrupa
1349172610893235996,510627811,Maltepe,40.94071946252151,29.15162875812493,Private room,705.0,100,0,No Review,0.0,1,365,0,Anadolu
1349185668665344932,65775276,Kadikoy,40.9884,29.02865,Entire home/apt,2964.0,2,13,2025-09-21,2.2,1,356,13,Anadolu
1349225036052345519,306863124,Bahcelievler,40.9928329136068,28.84383201599121,Entire home/apt,3359.0,1,0,No Review,0.0,48,365,0,Avrupa
1349242709634643218,7247997,Beyoglu,41.02866822967184,28.97253632209013,Entire home/apt,3087.0,2,8,2025-09-20,1.57,5,340,8,Avrupa
1349257883213613109,586029045,Beyoglu,41.03468,28.97822,Entire home/apt,1739.0,101,0,No Review,0.0,11,365,0,Avrupa
1349267001888864321,586029045,Beyoglu,41.03615380388376,28.978802615418918,Entire home/apt,1738.0,101,0,No Review,0.0,11,365,0,Avrupa
1349270206143325223,586029045,Beyoglu,41.036613605815376,28.980089631012564,Entire home/apt,1738.0,101,0,No Review,0.0,11,364,0,Avrupa
1349272852743261311,586029045,Beyoglu,41.03521,28.98074,Entire home/apt,1738.0,101,0,No Review,0.0,11,364,0,Avrupa
1350112509668060296,297319980,Fatih,41.00659,28.95366,Private room,2300.0,1,6,2025-08-22,0.89,30,365,6,Avrupa
1350112523332215015,297319980,Fatih,41.00638,28.95578,Private room,2450.0,1,1,2025-09-07,1.0,30,270,1,Avrupa
1350112532795049675,297319980,Fatih,41.0059279687986,28.95536798667073,Private room,1781.0,1,21,2025-09-29,2.75,30,1,21,Avrupa
1350112540624294165,297319980,Fatih,41.00495,28.95531,Private room,1906.0,1,3,2025-09-22,0.59,30,365,3,Avrupa
1350230197972691522,541418103,Beyoglu,41.0330359895642,28.987298347055912,Entire home/apt,3415.0,2,8,2025-09-26,1.05,24,345,8,Avrupa
1350230855079470653,541418103,Beyoglu,41.03265820685302,28.987780976635893,Entire home/apt,3170.0,2,8,2025-09-25,1.17,24,326,8,Avrupa
1350303902109912493,393716575,Fatih,41.01243,28.95004,Entire home/apt,3074.0,3,12,2025-09-10,1.91,10,153,12,Avrupa
1350483467950766379,96460850,Beyoglu,41.03888896292936,28.97366115396729,Entire home/apt,2545.0,2,4,2025-05-13,0.56,398,363,4,Avrupa
1350507683418487667,12756893,Fatih,40.99509327347014,28.93082538310172,Entire home/apt,6269.0,2,1,2025-04-04,0.17,101,311,1,Avrupa
1350567116275647348,455527125,Beyoglu,41.03606,28.9829,Entire home/apt,1847.0,1,10,2025-09-07,1.32,10,359,10,Avrupa
1350572171797756757,47361023,Beyoglu,41.03178,28.98913,Private room,1383.0,100,0,No Review,0.0,1,365,0,Avrupa
1350584577842266647,677300122,Kucukcekmece,40.9904157,28.7715536,Entire home/apt,5150.0,3,9,2025-09-05,1.23,2,62,9,Avrupa
1350616274710176957,451309707,Beyoglu,41.02851229871435,28.977463021874428,Entire home/apt,2080.0,100,0,No Review,0.0,3,238,0,Avrupa
1345088867201623686,664462356,Pendik,40.89031438329162,29.271624840475432,Shared room,2446.0,100,0,No Review,0.0,14,365,0,Anadolu
1345092529767373732,664462356,Pendik,40.8902819408224,29.27163556931149,Shared room,3098.0,100,0,No Review,0.0,14,365,0,Anadolu
1345118632068291449,532418746,Beyoglu,41.03704323374539,28.975020559720665,Entire home/apt,1685.0,2,26,2025-09-26,3.38,18,161,26,Avrupa
1345348382022992954,284446696,Sisli,41.05718737597219,28.99317702883608,Private room,591.0,100,0,No Review,0.0,15,193,0,Avrupa
1345412659963336322,495532781,Beyoglu,41.036645,28.9827439,Private room,2865.0,1,0,No Review,0.0,4,365,0,Avrupa
1345428451606647357,674524821,Kadikoy,40.99317,29.02959,Entire home/apt,5814.0,2,13,2025-06-28,1.76,8,263,13,Anadolu
1345505116229286698,495532781,Beyoglu,41.03753,28.98385,Private room,2259.0,100,0,No Review,0.0,4,365,0,Avrupa
1345646294035027516,471487010,Kadikoy,40.98892,29.03259,Entire home/apt,2705.0,101,10,2025-08-30,1.49,5,263,10,Anadolu
1345671495395039911,675848046,Fatih,41.00532145610193,28.96502401971285,Entire home/apt,1269.0,1,24,2025-09-09,3.01,2,329,24,Avrupa
1345763036096718416,7238971,Beyoglu,41.04001723332894,28.975879103704845,Entire home/apt,4201.0,2,17,2025-09-21,2.31,37,223,17,Avrupa
1345770573252845119,482212353,Beyoglu,41.027192043790215,28.976828455161677,Entire home/apt,5706.0,3,23,2025-09-11,3.05,17,344,23,Avrupa
1346130858342232314,505543853,Kucukcekmece,41.0018383979745,28.80579905543364,Private room,1624.0,1,2,2025-05-29,0.29,5,188,2,Avrupa
1346152745773632344,505543853,Kucukcekmece,41.00183485018333,28.805803756434067,Private room,2097.0,1,11,2025-09-11,1.42,5,188,11,Avrupa
1346165298865288847,505543853,Kucukcekmece,41.00184244643911,28.80571858916319,Private room,2097.0,1,3,2025-09-13,0.47,5,188,3,Avrupa
1346182618597729547,505543853,Kucukcekmece,41.00187146034757,28.805731553226973,Private room,3042.0,1,0,No Review,0.0,5,188,0,Avrupa
1346184540821405380,505543853,Kucukcekmece,41.00185864029516,28.80580441985167,Private room,3279.0,1,2,2025-03-24,0.27,5,193,2,Avrupa
1346199571144080057,496137809,Besiktas,41.0478907,28.9996698,Entire home/apt,2089.0,365,0,No Review,0.0,4,365,0,Avrupa
1346265907676625412,429109047,Kadikoy,40.99312038514433,29.0287711490738,Private room,1093.0,1,24,2025-09-22,3.05,5,330,24,Anadolu
1346454076403829049,442757386,Uskudar,41.01742,29.0736,Private room,1600.0,100,0,No Review,0.0,1,365,0,Anadolu
1346492226907218621,539810796,Sisli,41.05783842106205,28.975235112011436,Entire home/apt,6212.0,2,2,2025-08-20,0.5,26,365,2,Avrupa
1346523501485634918,581655300,Fatih,41.0160451,28.930742,Entire home/apt,1743.0,1,13,2025-08-29,2.29,5,269,13,Avrupa
1346897014617341185,201548235,Kadikoy,40.9933,29.02869,Private room,550.0,120,0,No Review,0.0,1,242,0,Anadolu
1346921292491040373,297319980,Fatih,41.006461578794,28.95478359568235,Private room,2235.0,1,26,2025-09-28,3.39,30,180,26,Avrupa
1346944153899869827,545867378,Beyoglu,41.0366058,28.9774872,Entire home/apt,1440.0,2,19,2025-08-08,2.44,9,264,19,Avrupa
1346962332841581852,459840399,Kadikoy,40.987789894237146,29.043927343273296,Private room,571.0,100,0,No Review,0.0,3,234,0,Anadolu
1346969772151776402,459840399,Kadikoy,40.98800893765459,29.042662065963334,Private room,571.0,100,0,No Review,0.0,3,234,0,Anadolu
1346987728936278259,674524821,Kadikoy,40.9928391,29.0307738,Entire home/apt,4522.0,3,5,2025-08-17,0.71,8,308,5,Anadolu
1347006286124501393,667473923,Sisli,41.04233825158549,28.981531406760173,Private room,7000.0,100,0,No Review,0.0,3,365,0,Avrupa
1347104591869829713,664926094,Esenyurt,41.01408067692833,28.68149126204379,Private room,1440.0,1,0,No Review,0.0,3,365,0,Avrupa
1347247463235599572,353130497,Kagithane,41.08673,29.00165,Private room,1052.0,100,0,No Review,0.0,1,364,0,Avrupa
1347581022463436482,105035373,Sisli,41.05142,28.97876,Private room,900.0,100,0,No Review,0.0,1,257,0,Avrupa
1347632709623772858,377740041,Beyoglu,41.03337,28.97437,Entire home/apt,2933.0,1,28,2025-09-29,3.59,54,103,28,Avrupa
1347646849941359190,138862706,Beyoglu,41.041052956895015,28.97804204374552,Entire home/apt,2160.0,3,0,No Review,0.0,1,154,0,Avrupa
1347693580731342531,231434675,Avcilar,40.97994800548621,28.746277314753023,Private room,802.0,1,0,No Review,0.0,1,365,0,Avrupa
1347733593797332974,284446696,Sisli,41.05720355622199,28.99324140185244,Private room,430.0,100,0,No Review,0.0,15,273,0,Avrupa
1347735062706816836,217629591,Beyoglu,41.02437,28.97745,Private room,2700.0,100,11,2025-07-07,1.45,6,185,11,Avrupa
1347843276101905988,266358050,Sisli,41.07148635344822,28.98779015258943,Private room,1775.0,1,1,2025-08-05,0.53,2,365,1,Avrupa
1347843545316358855,266358050,Sisli,41.0703563,28.9884907,Private room,2760.0,365,0,No Review,0.0,2,365,0,Avrupa
1347858157481164997,545867378,Beyoglu,41.03584758959584,28.978048620290554,Entire home/apt,1344.0,2,16,2025-08-31,2.03,9,87,16,Avrupa
1347876876139899515,235865387,Beyoglu,41.0491,28.9433,Private room,2362.0,1,0,No Review,0.0,1,90,0,Avrupa
1347889311497847991,667473923,Beyoglu,41.04058,28.98206,Private room,5000.0,1,0,No Review,0.0,3,365,0,Avrupa
1347917860306073513,58955116,Beyoglu,41.03520398962855,28.97812689748997,Entire home/apt,5214.0,3,28,2025-09-30,3.7,5,335,28,Avrupa
1348073289595566214,377740041,Beyoglu,41.03317544327839,28.97446020518403,Entire home/apt,2450.0,1,24,2025-09-26,3.08,54,65,24,Avrupa
1348413886702409794,462102024,Beylikduzu,41.004779,28.6288533,Entire home/apt,3800.0,1,4,2025-09-19,0.86,17,365,4,Avrupa
1348444136737032485,676740418,Beyoglu,41.0304669,28.973504,Private room,2296.0,100,0,No Review,0.0,3,364,0,Avrupa
1348453247236272831,676740418,Beyoglu,41.0304669,28.973504,Private room,2240.0,100,0,No Review,0.0,3,364,0,Avrupa
1348459190486446452,676740418,Beyoglu,41.0304669,28.973504,Private room,1610.0,100,0,No Review,0.0,3,364,0,Avrupa
1348461968430917164,674524821,Kadikoy,40.9924820920696,29.02976308401088,Entire home/apt,5229.0,3,4,2025-08-01,0.53,8,167,4,Anadolu
1348469086903521989,147336846,Bahcelievler,40.99269899999999,28.8454445,Shared room,618.0,100,0,No Review,0.0,198,365,0,Avrupa
1348469119980557582,147336846,Buyukcekmece,41.0018559,28.604426,Entire home/apt,7755.0,30,3,2025-07-29,0.55,198,365,3,Avrupa
1348484934200808093,96460850,Beyoglu,41.03940060140827,28.97465638736441,Entire home/apt,3939.0,2,0,No Review,0.0,398,150,0,Avrupa
1348503778064749024,96460850,Kagithane,41.0648473,28.9675814,Entire home/apt,5158.0,2,3,2025-08-17,0.49,398,29,3,Avrupa
1348551035866724500,377740041,Beyoglu,41.03206388681043,28.97646833879004,Entire home/apt,2870.0,1,33,2025-09-24,4.27,54,100,33,Avrupa
1348570919772149056,297319980,Fatih,41.00637410771208,28.95396933519276,Private room,1923.0,1,32,2025-09-12,4.36,30,265,32,Avrupa
1348573799334090719,217629591,Beyoglu,41.0239,28.97831,Private room,2340.0,100,11,2025-05-07,1.45,6,365,11,Avrupa
1348579076611318812,217629591,Beyoglu,41.02437,28.97745,Private room,2254.0,100,3,2025-06-17,0.53,6,365,3,Avrupa
1348595833667657066,217629591,Beyoglu,41.024366193187646,28.97749889642001,Private room,1890.0,100,11,2025-06-03,1.45,6,190,11,Avrupa
1348613604792100950,217629591,Beyoglu,41.02434,28.97751,Private room,4140.0,100,2,2025-04-20,0.34,6,191,2,Avrupa
1348634325487071632,377740041,Beyoglu,41.0336645772068,28.97585845136769,Entire home/apt,3605.0,1,21,2025-09-30,2.85,54,74,21,Avrupa
1348709638871509736,578209380,Kagithane,41.0756908,28.980751,Entire home/apt,1800.0,100,3,2025-04-21,0.45,1,353,3,Avrupa
1348764333326736442,541374049,Beyoglu,41.03918200511553,28.97752728201089,Private room,1465.0,1,7,2025-08-20,0.98,14,358,7,Avrupa
1349030087381328292,441914487,Bahcelievler,40.99401143300546,28.844370463970204,Entire home/apt,3680.0,3,1,2025-04-13,0.18,10,365,1,Avrupa
1349048325963418421,515179404,Fatih,41.01822198947951,28.95670759168963,Entire home/apt,3048.0,2,1,2025-02-15,0.13,4,365,1,Avrupa
1349097777877402380,676918739,Fatih,41.00207,28.97575,Entire home/apt,3660.0,100,0,No Review,0.0,4,365,0,Avrupa
1349118291496275325,96460850,Kagithane,41.0648473,28.9675814,Entire home/apt,2454.0,2,0,No Review,0.0,398,28,0,Avrupa
1349274350522771335,586029045,Beyoglu,41.03607,28.97882,Entire home/apt,1739.0,101,0,No Review,0.0,11,365,0,Avrupa
1349275187001811104,586029045,Beyoglu,41.03461,28.9803,Entire home/apt,1738.0,101,0,No Review,0.0,11,365,0,Avrupa
1349284153693484471,475102654,Besiktas,41.04497,29.00197,Entire home/apt,2181.0,2,2,2025-09-20,1.03,3,348,2,Avrupa
1349409945341176632,357120498,Beyoglu,41.0382,28.982,Entire home/apt,3218.0,2,32,2025-09-13,4.44,4,329,32,Avrupa
1349424829113750836,449976193,Sisli,41.04971,28.98061,Entire home/apt,1187.0,100,1,2025-02-15,0.13,1,241,1,Avrupa
1349540219864206005,260457045,Umraniye,41.06466,29.09039,Entire home/apt,1622.0,120,0,No Review,0.0,1,365,0,Anadolu
1349599441654440375,86295765,Kadikoy,40.9971235,29.0277731,Private room,2000.0,7,9,2025-06-27,1.31,45,364,9,Anadolu
1349861436736393768,264707424,Beyoglu,41.026606926022446,28.97517304100038,Entire home/apt,4159.0,5,21,2025-09-24,3.44,1,234,21,Avrupa
1349876614305757438,96460850,Beyoglu,41.03852723631295,28.972559394644463,Entire home/apt,2301.0,2,1,2025-05-07,0.2,398,55,1,Avrupa
1349884442225517070,677113648,Sisli,41.05241383292756,28.98669384419918,Entire home/apt,4545.0,1,0,No Review,0.0,1,364,0,Avrupa
1349901857981889856,246770674,Beyoglu,41.0271252,28.9776309,Entire home/apt,1770.0,1,9,2025-09-19,1.15,13,353,9,Avrupa
1349914617337600713,507547220,Beyoglu,41.0360077,28.9754998,Entire home/apt,3517.0,2,1,2025-06-29,0.32,23,101,1,Avrupa
1349923093166550155,8912265,Beyoglu,41.03679613331539,28.980500623583797,Entire home/apt,4479.0,2,3,2025-04-28,0.42,21,214,3,Avrupa
1350642271462832756,677313616,Sisli,41.04599784553618,28.977543651735257,Entire home/apt,1879.0,3,12,2025-09-09,1.88,1,346,12,Avrupa
1350647401970705626,662260049,Fatih,41.02904052274025,28.95021521653288,Entire home/apt,1533.0,1,26,2025-09-05,3.33,4,355,26,Avrupa
1350687250007086856,654757295,Kadikoy,40.9957474,29.0295925,Entire home/apt,2829.0,1,40,2025-09-16,5.08,2,327,40,Anadolu
1350698946384688799,558859347,Beyoglu,41.03924,28.98086,Entire home/apt,1610.0,1,11,2025-09-22,1.45,4,256,11,Avrupa
1350714081285483849,472151018,Esenyurt,41.01911599369113,28.673020315060427,Entire home/apt,1497.0,2,9,2025-09-26,1.18,44,58,9,Avrupa
1350716949731036137,558859347,Beyoglu,41.039294079267314,28.980881611152835,Entire home/apt,2195.0,1,4,2025-07-29,0.63,4,180,4,Avrupa
1350738652616771075,472151018,Esenyurt,41.01916469972063,28.67321429786988,Entire home/apt,1497.0,2,9,2025-09-15,1.32,44,88,9,Avrupa
1350777374357276689,651405578,Sisli,41.04341,28.9835,Entire home/apt,2227.0,30,0,No Review,0.0,13,303,0,Avrupa
1350793404395375388,673192054,Sisli,41.0534638,28.9877914,Entire home/apt,6492.0,101,0,No Review,0.0,7,364,0,Avrupa
1350907596463031322,515179404,Beyoglu,41.0243798,28.9745404,Entire home/apt,4666.0,2,21,2025-09-03,2.76,4,7,21,Avrupa
1351245962125018465,498090375,Sisli,41.0501259,28.9865023,Entire home/apt,1444.0,1,2,2025-09-06,1.18,12,226,2,Avrupa
1351249046785193764,223450420,Sisli,41.05876,28.97551,Entire home/apt,4003.0,2,7,2025-09-05,0.97,18,342,7,Avrupa
1351320657978663920,427998831,Kadikoy,40.9926875,29.02596459999999,Private room,2300.0,1,0,No Review,0.0,32,364,0,Anadolu
1351394976508192589,658616672,Arnavutkoy,41.2092406,28.7342655,Shared room,2515.0,1,0,No Review,0.0,1,365,0,Avrupa
1351453972564776128,96460850,Sisli,41.0424523,28.9843541,Entire home/apt,3304.0,2,0,No Review,0.0,398,18,0,Avrupa
1351530504503390467,427998831,Kadikoy,40.9926875,29.02596459999999,Private room,2300.0,1,1,2025-02-15,0.13,32,364,1,Anadolu
1355782396476156140,312850091,Atasehir,40.99616,29.08597,Shared room,2379.0,1,0,No Review,0.0,5,365,0,Anadolu
1355785239223248595,312850091,Atasehir,40.99521,29.08378,Shared room,5429.0,1,0,No Review,0.0,5,340,0,Anadolu
1355807868856539766,674302050,Fatih,41.03236449675928,28.94619121045073,Entire home/apt,3617.0,1,8,2025-09-14,2.42,2,357,8,Avrupa
1355877637674760975,678659039,Umraniye,41.02305114127745,29.090689793229103,Private room,1282.0,1,0,No Review,0.0,2,362,0,Anadolu
1355898266447649850,678466972,Fatih,41.0054801,28.9561523,Private room,1878.0,1,3,2025-06-03,0.43,5,356,3,Avrupa
1355910165271053088,678659039,Umraniye,41.02437,29.09142,Private room,1200.0,1,0,No Review,0.0,2,365,0,Anadolu
1355919436339733837,678466972,Fatih,41.00433003302703,28.955120452065096,Private room,2225.0,1,7,2025-09-23,0.97,5,334,7,Avrupa
1356003344314115730,678466972,Fatih,41.00437,28.95667,Private room,1363.0,1,22,2025-09-27,3.0,5,360,22,Avrupa
1356013963294567054,678466972,Fatih,41.00547,28.9562,Private room,1780.0,1,9,2025-09-21,1.23,5,357,9,Avrupa
1356020036922702620,678466972,Fatih,41.00547,28.9562,Private room,2031.0,1,7,2025-09-21,0.98,5,363,7,Avrupa
1356063618363638904,416253290,Beyoglu,41.0345617670605,28.98363182963548,Private room,2067.0,1,8,2025-08-30,1.05,6,365,8,Avrupa
1356248773052276358,661422816,Beyoglu,41.040532029282254,28.982603129223133,Private room,2045.0,1,11,2025-09-28,1.54,5,360,11,Avrupa
1356276249605753171,38842129,Besiktas,41.06171,29.03733,Entire home/apt,4660.0,1,17,2025-08-25,2.95,1,210,17,Avrupa
1356305736526492391,15272586,Sisli,41.0495,28.98809,Private room,3450.0,1,2,2025-09-21,0.92,6,365,2,Avrupa
1356320146398790152,15272586,Sisli,41.05773500631238,28.98511444076824,Entire home/apt,1950.0,21,2,2025-09-13,1.15,6,87,2,Avrupa
1356325502682334597,554784101,Beyoglu,41.053907,28.946584,Private room,6125.0,1,0,No Review,0.0,10,363,0,Avrupa
1356340927934390471,598721971,Kartal,40.917457,29.2211469,Private room,1100.0,100,1,2025-04-29,0.19,1,365,1,Anadolu
1356375789690165803,15272586,Sisli,41.048517,28.9868782,Private room,4140.0,1,0,No Review,0.0,6,365,0,Avrupa
1356388411052823731,15272586,Sisli,41.048517,28.9868782,Private room,5000.0,1,0,No Review,0.0,6,365,0,Avrupa
1356391952411606040,678778854,Fatih,41.00496,28.97049,Entire home/apt,1297.0,2,36,2025-09-30,5.07,4,151,36,Avrupa
1356392478439355809,153327167,Besiktas,41.04349,28.99748,Entire home/apt,5078.0,100,0,No Review,0.0,1,247,0,Avrupa
1356443774242537489,554784101,Beyoglu,41.053907,28.946584,Private room,7350.0,1,0,No Review,0.0,10,358,0,Avrupa
1356522383422226357,661422816,Beyoglu,41.03874065402351,28.982574172202163,Private room,2045.0,1,7,2025-05-14,0.98,5,334,7,Avrupa
1356854013680786698,678500863,Avcilar,40.98026069920984,28.721142215344248,Private room,2500.0,1,0,No Review,0.0,5,365,0,Avrupa
1356987125992211200,284681631,Kadikoy,40.98656235038759,29.025320125494623,Entire home/apt,3519.0,4,17,2025-09-25,2.51,3,84,17,Anadolu
1357096667792187029,654256105,Sisli,41.054295664278825,28.98634379140167,Entire home/apt,3107.0,1,8,2025-09-16,1.64,17,365,8,Avrupa
1357139070141273027,657688429,Bahcelievler,40.99496291566793,28.84190585464239,Entire home/apt,3095.0,5,0,No Review,0.0,18,365,0,Avrupa
1357150968040599163,382108085,Beyoglu,41.0347903,28.9760996,Entire home/apt,5855.0,1,0,No Review,0.0,5,365,0,Avrupa
1357171191317502774,678949457,Beyoglu,41.035,28.97539,Entire home/apt,2488.0,2,8,2025-09-11,1.76,1,353,8,Avrupa
1357179737564716934,382108085,Beyoglu,41.0349375,28.9761305,Private room,4099.0,1,0,No Review,0.0,5,365,0,Avrupa
1357187062691173017,96460850,Beyoglu,41.03888896292936,28.973403661901862,Entire home/apt,2301.0,2,3,2025-06-16,0.65,398,55,3,Avrupa
1357189838324340597,570263585,Bahcelievler,40.9914252482374,28.846472731050238,Entire home/apt,1930.0,5,0,No Review,0.0,23,365,0,Avrupa
1357252466338282835,539414690,Kadikoy,40.99533390605988,29.02694339032626,Entire home/apt,2908.0,1,47,2025-09-16,6.21,23,361,47,Anadolu
1357265842626207376,382108085,Beyoglu,41.03596193076736,28.97548095382052,Entire home/apt,4489.0,1,0,No Review,0.0,5,357,0,Avrupa
1357321579218410923,387530602,Kartal,40.903757447862525,29.22157153487205,Entire home/apt,890.0,101,0,No Review,0.0,1,365,0,Anadolu
1357328611755876517,678778854,Fatih,41.006197,28.9701959,Entire home/apt,1769.0,2,30,2025-09-28,4.11,4,246,30,Avrupa
1351797351865255559,677606688,Besiktas,41.049898489679634,29.0229791478198,Private room,1656.0,1,0,No Review,0.0,1,363,0,Avrupa
1352021975566270292,486041130,Sisli,41.0426964,28.9830896,Entire home/apt,3139.0,3,8,2025-08-31,1.3,1,328,8,Avrupa
1352057155182734498,96460850,Beyoglu,41.0387433,28.9737899,Entire home/apt,2315.0,2,8,2025-09-25,1.43,398,80,8,Avrupa
