id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,yakasi
26650766,69089629,Sisli,41.05738,28.98652,Entire home/apt,6239.0,3,15,2025-03-24,0.19,73,270,2,Avrupa
26660987,52534990,Beyoglu,41.03651,28.97901,Entire home/apt,1318.0,100,86,2020-03-23,0.98,3,272,0,Avrupa
26714949,171287824,Beyoglu,41.02501,28.97576,Entire home/apt,2998.0,3,232,2025-09-14,2.65,11,332,25,Avrupa
26731546,4631381,Beyoglu,41.02579,28.97591,Entire home/apt,4492.0,100,33,2020-03-11,0.38,1,177,0,Avrupa
26733865,224675959,Beykoz,41.07748,29.0749,Entire home/apt,2557.0,120,69,2023-09-30,0.85,1,364,0,Anadolu
26772357,201297918,Fatih,41.00391,28.97402,Entire home/apt,2917.0,1,42,2024-12-19,0.48,5,360,4,Avrupa
26882678,202207541,Fatih,41.00751,28.9774,Entire home/apt,3755.0,100,0,No Review,0.0,1,179,0,Avrupa
26886047,4827459,Beyoglu,41.02826,28.98224,Private room,2767.0,2,26,2022-10-31,0.3,6,365,0,Avrupa
26910677,1329054,Sisli,41.05184,28.98859,Private room,781.0,101,15,2024-06-15,0.18,2,242,0,Avrupa
26981664,201297918,Fatih,41.00409,28.97171,Entire home/apt,5333.0,1,3,2022-03-29,0.04,5,364,0,Avrupa
27008397,201297918,Fatih,41.00486,28.97169,Entire home/apt,3194.0,2,1,2018-08-07,0.01,5,365,0,Avrupa
27010906,171287824,Beyoglu,41.026405173799,28.97458148312056,Entire home/apt,4742.0,3,250,2025-08-29,2.91,11,345,22,Avrupa
27046250,203499863,Kagithane,41.08308,28.97816,Entire home/apt,2033.0,28,15,2025-06-14,0.17,1,349,2,Avrupa
27092617,66017697,Beyoglu,41.02556,28.97397,Entire home/apt,6613.0,3,199,2025-09-13,3.33,2,273,46,Avrupa
27122957,110013636,Beyoglu,41.0335,28.98486,Entire home/apt,3416.0,100,34,2023-01-04,0.39,1,365,0,Avrupa
27141976,46340311,Beyoglu,41.02815138871806,28.975899206320936,Entire home/apt,7058.0,3,37,2024-04-24,0.54,14,124,0,Avrupa
27158854,5287634,Beyoglu,41.03265,28.98245,Entire home/apt,2511.0,2,230,2025-07-15,2.63,10,336,19,Avrupa
27158855,5287634,Beyoglu,41.03285,28.98159,Entire home/apt,2618.0,2,176,2025-08-31,2.01,10,334,20,Avrupa
27165175,79233485,Kadikoy,40.9747217,29.0659252,Private room,828.0,100,4,2024-01-31,0.12,1,269,0,Anadolu
27183690,47260276,Uskudar,41.02231,29.01926,Entire home/apt,3402.0,3,148,2025-09-18,1.7,2,247,30,Anadolu
27282226,204823431,Beyoglu,41.0354,28.98241,Entire home/apt,1999.0,3,227,2025-08-17,2.61,6,272,30,Avrupa
27282790,5287634,Beyoglu,41.03303,28.98095,Entire home/apt,2800.0,2,198,2025-09-16,2.28,10,307,23,Avrupa
27304334,5287634,Beyoglu,41.0326,28.98237,Entire home/apt,2009.0,2,190,2025-09-07,2.18,10,342,17,Avrupa
27308249,61207929,Sisli,41.05187,28.98286,Private room,1220.0,100,25,2023-04-29,0.29,1,363,0,Avrupa
27354733,179807883,Bakirkoy,40.97785912749147,28.87438755147546,Entire home/apt,2643.0,1,0,No Review,0.0,4,362,0,Avrupa
27389638,8527295,Beyoglu,41.03023,28.97933,Entire home/apt,1537.0,100,10,2021-08-16,0.12,1,365,0,Avrupa
27399627,6540040,Fatih,41.00377,28.96745,Entire home/apt,1581.0,2,105,2024-11-23,1.21,19,350,5,Avrupa
27451542,17975030,Fatih,41.00385,28.97418,Entire home/apt,6002.0,2,122,2025-09-12,1.78,12,340,25,Avrupa
27454362,6540040,Fatih,41.00597,28.96562,Entire home/apt,1498.0,2,58,2024-11-17,0.68,19,360,2,Avrupa
27499564,207294749,Umraniye,41.00344,29.1445,Entire home/apt,4624.0,100,0,No Review,0.0,1,365,0,Anadolu
27649640,72868966,Besiktas,41.0477,29.00722,Entire home/apt,1878.0,100,0,No Review,0.0,1,365,0,Avrupa
27659808,46435745,Zeytinburnu,40.99065,28.90965,Entire home/apt,2434.0,100,77,2025-08-02,0.89,1,365,13,Avrupa
27675306,208654720,Sisli,41.04992,28.99703,Entire home/apt,2288.0,100,25,2024-02-24,0.29,1,269,0,Avrupa
27683824,40592344,Beyoglu,41.03386,28.97152,Private room,995.0,100,10,2022-10-27,0.23,1,364,0,Avrupa
27693630,5287634,Beyoglu,41.03269,28.98027,Entire home/apt,2151.0,2,152,2025-07-27,1.75,10,330,7,Avrupa
27745347,209469439,Uskudar,41.03252,29.03155,Entire home/apt,5659.0,3,44,2023-10-14,0.52,2,363,0,Anadolu
27748221,209495551,Beyoglu,41.03893,28.98237,Entire home/apt,2858.0,2,227,2025-06-27,2.73,5,247,21,Avrupa
27770174,67059506,Sisli,41.05852,28.99364,Private room,1189.0,100,36,2020-03-08,0.42,1,268,0,Avrupa
27838741,210234740,Sisli,41.04836,28.98115,Entire home/apt,2652.0,100,1,2018-09-19,0.01,3,365,0,Avrupa
27848471,176339613,Bakirkoy,40.96198,28.81632,Private room,1446.0,100,120,2023-08-18,1.39,1,364,0,Avrupa
27850939,18936021,Beyoglu,41.03629,28.98187,Entire home/apt,1165.0,29,13,2022-11-30,0.15,21,363,0,Avrupa
27911594,210234740,Sisli,41.05063,28.98289,Entire home/apt,4243.0,100,2,2018-12-31,0.02,3,364,0,Avrupa
27977458,211283106,Fatih,41.00257,28.97871,Entire home/apt,1855.0,2,325,2025-09-25,3.78,1,300,61,Avrupa
27978311,37309548,Uskudar,41.05195,29.05983,Entire home/apt,7486.0,100,21,2022-06-30,0.25,1,363,0,Anadolu
28017108,88117715,Pendik,40.92644,29.31212,Private room,4624.0,100,1,2023-01-01,0.03,1,365,0,Anadolu
28021443,15409940,Besiktas,41.0621,29.00257,Entire home/apt,2854.0,3,3,2024-08-03,0.04,14,361,0,Avrupa
28023221,208416112,Besiktas,41.06543,29.00484,Entire home/apt,4558.0,2,10,2025-06-30,0.12,3,83,4,Avrupa
28092889,210234740,Sisli,41.05011,28.98284,Entire home/apt,4243.0,100,1,2023-06-25,0.04,3,365,0,Avrupa
25891295,194539149,Kartal,40.88055,29.21686,Private room,4543.0,100,0,No Review,0.0,1,365,0,Anadolu
25908626,4827459,Beyoglu,41.02769,28.98032,Entire home/apt,2468.0,100,19,2024-06-05,0.22,6,365,0,Avrupa
25935019,151859593,Fatih,41.03443,28.94405,Entire home/apt,3120.0,100,0,No Review,0.0,1,364,0,Avrupa
25961228,90638018,Sisli,41.05031,28.98093,Private room,1975.0,100,1,2018-07-02,0.01,1,270,0,Avrupa
26037654,175099125,Basaksehir,41.117569,28.810484,Entire home/apt,2746.0,100,0,No Review,0.0,1,365,0,Avrupa
26059604,195842187,Sariyer,41.17687,28.99033,Private room,1519.0,100,0,No Review,0.0,6,365,0,Avrupa
26103478,196206522,Sisli,41.06083,28.98705,Entire home/apt,2299.0,2,144,2025-06-22,1.62,4,359,5,Avrupa
26146113,178755946,Sisli,41.0557861328125,28.984943389892575,Entire home/apt,2928.0,101,1,2022-06-20,0.03,6,268,0,Avrupa
26181802,13354665,Adalar,40.88148,29.06677,Entire home/apt,4283.0,100,0,No Review,0.0,1,364,0,Anadolu
26274177,75440567,Beyoglu,41.02536,28.97479,Entire home/apt,7553.0,4,269,2025-09-23,3.05,3,237,33,Avrupa
26332231,99249103,Fatih,41.00807,28.93669,Private room,1193.0,100,19,2023-04-13,0.22,3,365,0,Avrupa
26342532,45455859,Sisli,41.05151,28.98447,Private room,1290.0,100,9,2019-06-30,0.1,1,269,0,Avrupa
26378620,198362058,Pendik,40.86299,29.28752,Private room,368.0,100,0,No Review,0.0,1,269,0,Anadolu
26617724,52534990,Beyoglu,41.03466,28.98082,Entire home/apt,703.0,100,83,2020-04-13,0.94,3,272,0,Avrupa
26621958,52534990,Beyoglu,41.03639,28.9791,Entire home/apt,674.0,100,110,2020-03-08,1.25,3,271,0,Avrupa
28661373,102814553,Kagithane,41.09695,29.00085,Entire home/apt,2500.0,100,0,No Review,0.0,2,365,0,Avrupa
28714177,208416112,Besiktas,41.065208435058594,29.00393295288086,Private room,4602.0,2,10,2025-05-14,0.12,3,356,5,Avrupa
28807746,17502015,Sisli,41.05747,28.98029,Entire home/apt,2000.0,100,2,2021-06-07,0.03,1,365,0,Avrupa
28836266,217446075,Fatih,41.00191,28.97142,Entire home/apt,3245.0,3,245,2025-09-09,2.98,2,223,38,Avrupa
28842338,5038830,Sisli,41.05075,28.98701,Entire home/apt,2276.0,101,43,2024-10-04,0.51,2,17,1,Avrupa
28867303,9094235,Besiktas,41.06565007817197,29.040447795106516,Entire home/apt,2480.0,100,0,No Review,0.0,1,364,0,Avrupa
28909493,217910795,Kagithane,41.09052,28.97068,Private room,80.0,100,0,No Review,0.0,1,28,0,Avrupa
29003490,37240846,Kadikoy,40.97236,29.04026,Entire home/apt,4158.0,3,130,2025-08-21,1.54,3,179,7,Anadolu
29021531,210775684,Beyoglu,41.03925,28.98017,Private room,1213.0,100,8,2022-10-21,0.11,1,364,0,Avrupa
29026180,218756395,Besiktas,41.04757,28.99714,Entire home/apt,4991.0,300,0,No Review,0.0,1,364,0,Avrupa
29069333,209495551,Beyoglu,41.03893,28.98237,Entire home/apt,3221.0,2,268,2025-09-13,3.22,5,239,48,Avrupa
29124956,46781287,Kartal,40.9075,29.14712,Entire home/apt,1474.0,3,4,2018-11-30,0.05,2,93,0,Anadolu
29156010,7220141,Besiktas,41.04338607242491,29.000597606820445,Entire home/apt,1440.0,100,0,No Review,0.0,1,364,0,Avrupa
29180484,129222003,Uskudar,41.02466,29.07904,Entire home/apt,4574.0,100,0,No Review,0.0,1,179,0,Anadolu
29185456,219927151,Sile,41.15154,29.74912,Entire home/apt,5718.0,1,20,2025-07-24,0.25,2,179,7,Anadolu
29229109,201297918,Fatih,41.00378,28.9739,Entire home/apt,2512.0,1,31,2025-06-23,0.38,5,360,1,Avrupa
29231538,79258465,Beyoglu,41.03369903564453,28.979143142700195,Entire home/apt,5927.0,3,128,2025-09-25,1.51,2,354,14,Avrupa
29232198,218541613,Kagithane,41.07781,28.992,Entire home/apt,2502.0,20,88,2025-05-01,1.04,11,70,2,Avrupa
29270463,14041761,Sisli,41.054604,28.9880371,Entire home/apt,3013.0,100,0,No Review,0.0,2,268,0,Avrupa
29296237,1438635,Beyoglu,41.02941,28.97321,Entire home/apt,2821.0,3,57,2025-08-30,0.69,4,322,7,Avrupa
29297300,1438635,Beyoglu,41.02941,28.97321,Entire home/apt,2904.0,3,44,2025-09-23,0.53,4,322,20,Avrupa
29299460,88699345,Zeytinburnu,40.99883,28.89348,Entire home/apt,2329.0,100,52,2024-07-19,0.65,1,365,0,Avrupa
29304801,6540040,Fatih,41.00527,28.9643,Entire home/apt,1581.0,2,60,2025-07-17,0.71,19,360,3,Avrupa
29305257,6540040,Fatih,41.00579,28.96602,Entire home/apt,1581.0,2,50,2025-06-20,0.7,19,359,3,Avrupa
29326255,220695783,Sisli,41.04936,28.98737,Entire home/apt,1207.0,100,1,2022-10-19,0.03,4,365,0,Avrupa
29376190,221302518,Kadikoy,40.98744,29.07833,Entire home/apt,2021.0,100,0,No Review,0.0,1,363,0,Anadolu
29380054,221333292,Sisli,41.0561,28.98697,Entire home/apt,4988.0,3,90,2025-09-09,1.07,2,320,5,Avrupa
29383371,210268980,Kadikoy,40.98892,29.02372,Private room,4879.0,100,29,2019-11-09,0.35,1,365,0,Anadolu
29388105,221392611,Adalar,40.87742,29.09257,Entire home/apt,1900.0,100,0,No Review,0.0,1,179,0,Anadolu
29406807,101517890,Kadikoy,40.98098,29.08357,Private room,552.0,100,0,No Review,0.0,1,362,0,Anadolu
29412884,221564552,Esenyurt,41.01622,28.6464,Entire home/apt,2196.0,100,0,No Review,0.0,4,365,0,Avrupa
29414336,221564552,Esenyurt,41.01532,28.64449,Entire home/apt,2196.0,100,0,No Review,0.0,4,365,0,Avrupa
29415181,221581474,Besiktas,41.0702957,29.042238,Entire home/apt,3867.0,100,137,2025-06-28,1.67,1,288,35,Avrupa
29425513,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,3,2024-11-23,0.05,9,365,1,Avrupa
29431592,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,2,2024-07-21,0.02,9,365,0,Avrupa
29432607,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,3,2022-08-18,0.05,9,364,0,Avrupa
29432747,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,3,2020-09-27,0.04,9,364,0,Avrupa
29432887,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,2,2019-02-23,0.02,9,364,0,Avrupa
29433359,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,1,2019-04-19,0.01,9,365,0,Avrupa
29433535,221653026,Beyoglu,41.03373,28.98377,Private room,2591.0,100,1,2019-05-31,0.01,9,364,0,Avrupa
29433592,221653026,Beyoglu,41.03373,28.98377,Private room,2303.0,100,2,2020-11-14,0.03,9,364,0,Avrupa
29433661,221653026,Beyoglu,41.03373,28.98377,Private room,2879.0,100,3,2020-07-05,0.04,9,365,0,Avrupa
29452926,128656719,Kadikoy,40.98754,29.03271,Entire home/apt,2096.0,1,224,2025-09-23,2.66,10,342,14,Anadolu
29509330,205503131,Beyoglu,41.0262,28.97298,Entire home/apt,3506.0,2,60,2023-05-06,0.72,21,342,0,Avrupa
29584188,213366966,Sisli,41.05456,28.98378,Private room,3855.0,100,0,No Review,0.0,1,364,0,Avrupa
29601902,136182297,Sisli,41.04861,28.97932,Private room,1765.0,100,1,2022-03-20,0.02,1,270,0,Avrupa
29608032,37240846,Kadikoy,40.97453,29.0419,Entire home/apt,3743.0,3,80,2025-06-23,0.96,3,161,15,Anadolu
29610087,6735146,Beyoglu,41.02959442138672,28.981632232666016,Entire home/apt,5172.0,100,39,2025-04-05,0.48,45,339,9,Avrupa
29637328,223002612,Beyoglu,41.02804,28.97813,Entire home/apt,5751.0,2,169,2025-09-14,2.02,5,320,47,Avrupa
29641901,28541953,Sisli,41.06025,28.98676,Entire home/apt,4851.0,2,52,2024-04-29,0.62,21,87,0,Avrupa
29652252,223002612,Beyoglu,41.02825,28.9761,Entire home/apt,5646.0,2,132,2025-09-15,1.58,5,326,51,Avrupa
29695181,137114596,Kadikoy,40.98758,29.04374,Entire home/apt,3561.0,100,4,2022-10-23,0.05,2,364,0,Anadolu
29734560,205503131,Beyoglu,41.02556,28.97216,Entire home/apt,3728.0,2,47,2025-02-23,0.57,21,338,1,Avrupa
29734688,205503131,Beyoglu,41.02665,28.97392,Entire home/apt,2907.0,2,17,2021-03-13,0.2,21,341,0,Avrupa
28150329,204823431,Beyoglu,41.03598,28.98307,Entire home/apt,1980.0,3,294,2025-08-20,3.41,6,273,43,Avrupa
28157628,344204,Beyoglu,41.03347,28.986,Entire home/apt,4033.0,4,163,2025-09-10,1.9,4,153,16,Avrupa
28190467,77575034,Sisli,41.0522290251943,28.99306910614229,Entire home/apt,4247.0,2,44,2025-09-12,0.51,5,352,4,Avrupa
28224457,187515008,Kucukcekmece,40.9897,28.78011,Private room,1252.0,100,37,2024-06-01,0.79,2,364,0,Avrupa
28238166,170585773,Fatih,41.03156,28.94349,Entire home/apt,1627.0,2,54,2025-09-14,0.63,9,280,9,Avrupa
28269940,212208497,Umraniye,41.02206,29.11049,Private room,886.0,100,0,No Review,0.0,4,269,0,Anadolu
28311209,28323908,Kucukcekmece,41.03695,28.76587,Entire home/apt,1975.0,100,23,2022-01-31,0.31,1,364,0,Avrupa
28325109,206624298,Sisli,41.04762,28.98499,Entire home/apt,3507.0,1,33,2024-11-15,0.39,20,362,3,Avrupa
28354544,5829222,Sisli,41.05483,28.99736,Private room,3692.0,100,4,2025-01-01,0.05,2,364,2,Avrupa
28376233,214078387,Kagithane,41.08324,28.98635,Entire home/apt,4088.0,100,0,No Review,0.0,6,365,0,Avrupa
28383403,47402343,Beyoglu,41.02625,28.97344,Private room,2302.0,1,172,2025-09-26,2.18,1,1,14,Avrupa
28483546,164923148,Sisli,41.12102,28.99665,Private room,660.0,100,50,2024-07-19,0.58,3,348,0,Avrupa
28492725,1438635,Beyoglu,41.02929,28.9733,Entire home/apt,2281.0,4,9,2025-09-28,0.11,4,299,1,Avrupa
28507771,215168744,Beyoglu,41.03158,28.97046,Entire home/apt,2568.0,2,38,2025-09-08,0.83,1,266,6,Avrupa
28545231,132236002,Beyoglu,41.03323,28.9862,Entire home/apt,4243.0,100,54,2024-05-31,1.05,1,362,0,Avrupa
28552516,163723328,Beyoglu,41.02618,28.97771,Private room,3595.0,100,125,2025-05-11,1.47,7,364,13,Avrupa
28578921,8754052,Beyoglu,41.03902,28.98172,Entire home/apt,1252.0,1,14,2023-01-14,0.16,6,341,0,Avrupa
28602352,215866615,Besiktas,41.04512405395508,29.004505157470703,Entire home/apt,2853.0,1,37,2025-09-14,0.44,4,361,4,Avrupa
28603723,215866615,Besiktas,41.04512405395508,29.004505157470703,Entire home/apt,2607.0,1,22,2025-09-24,0.26,4,305,4,Avrupa
28604346,215866615,Besiktas,41.04512405395508,29.004505157470703,Entire home/apt,2055.0,1,67,2025-07-26,0.79,4,361,5,Avrupa
28605413,215866615,Besiktas,41.04512405395508,29.004505157470703,Private room,2000.0,1,16,2022-09-12,0.19,4,359,0,Avrupa
28653256,10790256,Fatih,41.0040396180211,28.9708819258544,Entire home/apt,3865.0,3,121,2025-09-02,1.42,10,353,11,Avrupa
28653258,70171960,Fatih,41.00543,28.96344,Entire home/apt,3904.0,100,0,No Review,0.0,2,365,0,Avrupa
28653293,70171960,Fatih,41.00336,28.96455,Entire home/apt,3513.0,100,0,No Review,0.0,2,364,0,Avrupa
30144301,226443884,Beyoglu,41.0359,28.9803,Private room,2391.0,1,0,No Review,0.0,5,365,0,Avrupa
30193117,226487677,Beyoglu,41.03862,28.98271,Entire home/apt,1952.0,2,15,2025-02-27,0.18,13,357,1,Avrupa
30219921,6047256,Beyoglu,41.02597,28.9709,Entire home/apt,2183.0,1,55,2025-07-13,0.94,5,296,5,Avrupa
30220497,6047256,Beyoglu,41.02639,28.96981,Entire home/apt,2789.0,1,182,2025-07-27,2.2,5,279,16,Avrupa
30261600,4172454,Beyoglu,41.04041,28.98244,Entire home/apt,1955.0,2,9,2024-01-04,0.11,13,365,0,Avrupa
30307330,10853846,Fatih,41.0129182,28.9764036,Private room,3382.0,1,15,2025-02-12,0.19,4,359,2,Avrupa
30313728,24669238,Kadikoy,40.98862,29.02367,Entire home/apt,2322.0,100,22,2023-09-29,0.27,1,364,0,Anadolu
30338390,6735146,Beyoglu,41.02579,28.97501,Entire home/apt,5611.0,100,7,2025-08-25,0.09,45,335,2,Avrupa
30338684,6735146,Beyoglu,41.02608871459961,28.975994110107425,Entire home/apt,5758.0,1,3,2022-06-19,0.05,45,321,0,Avrupa
30362712,200213925,Kadikoy,40.967461,29.082462,Private room,1082.0,100,2,2024-01-29,0.1,1,365,0,Anadolu
30364897,1390187,Kadikoy,40.99680709838867,29.02732276916504,Entire home/apt,1367.0,101,60,2025-06-04,0.72,2,66,2,Anadolu
30385260,105932424,Fatih,41.00796,28.97536,Private room,2970.0,1,67,2025-07-20,0.86,7,337,5,Avrupa
30422997,34059676,Beyoglu,41.03104,28.98288,Private room,2455.0,100,1,2020-01-04,0.01,2,364,0,Avrupa
30424293,34059676,Beyoglu,41.03104,28.98288,Private room,1098.0,100,26,2023-11-30,0.33,2,364,0,Avrupa
30464779,100622919,Uskudar,41.0129532111953,29.035929895024825,Private room,1010.0,101,32,2024-06-22,0.39,8,269,0,Anadolu
30505090,228931394,Beyoglu,41.02797,28.9793,Entire home/apt,2496.0,100,82,2025-01-02,1.04,7,365,5,Avrupa
30523500,229048031,Beyoglu,41.03655279413347,28.9726618623116,Entire home/apt,3904.0,100,173,2025-05-04,2.09,23,346,11,Avrupa
30528268,227792101,Beyoglu,41.03457,28.9822,Entire home/apt,5204.0,100,31,2024-05-24,0.39,8,304,0,Avrupa
30535070,64745117,Beyoglu,41.034845401053474,28.989079166203737,Entire home/apt,3406.0,2,21,2025-09-20,0.58,2,328,9,Avrupa
30537179,211341349,Kagithane,41.06656,28.97029,Private room,600.0,100,0,No Review,0.0,1,364,0,Avrupa
30552135,214078387,Kagithane,41.0837399,28.986085,Entire home/apt,3000.0,100,0,No Review,0.0,6,269,0,Avrupa
30579047,229048031,Beyoglu,41.03656,28.97378,Entire home/apt,3660.0,100,184,2025-05-07,2.23,23,360,18,Avrupa
30580616,229048031,Beyoglu,41.03652,28.97245,Entire home/apt,3416.0,100,146,2025-04-20,1.77,23,339,6,Avrupa
30581082,229048031,Beyoglu,41.03483,28.97182,Entire home/apt,4879.0,100,108,2025-05-10,1.31,23,318,10,Avrupa
30581722,229048031,Beyoglu,41.03646,28.97202,Entire home/apt,2928.0,100,186,2025-06-09,2.26,23,334,16,Avrupa
30722325,15600860,Fatih,41.00234,28.97251,Entire home/apt,6273.0,2,175,2025-06-28,2.13,10,348,7,Avrupa
30723131,15600860,Fatih,41.00204,28.9709,Entire home/apt,5861.0,2,156,2025-04-08,1.9,10,346,6,Avrupa
30757182,230154352,Beyoglu,41.02913,28.9729,Entire home/apt,3982.0,1,107,2025-07-15,1.34,16,302,10,Avrupa
30759448,205503131,Beyoglu,41.02652,28.97418,Entire home/apt,3119.0,2,77,2025-04-19,0.93,21,342,3,Avrupa
30786429,85893416,Beyoglu,41.03612,28.98122,Private room,1952.0,1,145,2025-08-31,1.77,18,161,36,Avrupa
30788962,20563335,Beyoglu,41.03103,28.97857,Entire home/apt,2582.0,3,151,2025-08-05,1.84,1,342,19,Avrupa
30794884,105932424,Fatih,41.00876,28.97476,Private room,4461.0,1,2,2023-08-01,0.06,7,365,0,Avrupa
30810000,128656719,Kadikoy,40.9892,29.03272,Entire home/apt,2096.0,1,216,2025-09-14,2.69,10,360,19,Anadolu
30827541,230591303,Sisli,41.05501,28.99368,Entire home/apt,4544.0,14,4,2025-08-21,0.09,1,116,2,Avrupa
30835709,39210650,Fatih,41.02753,28.94674,Entire home/apt,4030.0,2,11,2023-06-12,0.14,6,341,0,Avrupa
30941044,21636586,Beyoglu,41.03526,28.98875,Entire home/apt,7255.0,101,117,2024-06-02,1.42,127,179,0,Avrupa
31050040,87056781,Beyoglu,41.02796,28.97702,Entire home/apt,1895.0,3,217,2025-09-09,2.63,2,74,22,Avrupa
31092179,21324857,Beyoglu,41.0289,28.98175,Entire home/apt,3019.0,2,165,2025-09-14,2.08,1,175,17,Avrupa
31132681,73724394,Kartal,40.9091,29.17865,Private room,2672.0,100,0,No Review,0.0,20,365,0,Anadolu
31134950,73724394,Kartal,40.9091,29.17865,Private room,2672.0,100,0,No Review,0.0,20,365,0,Anadolu
31135529,73724394,Kartal,40.9091,29.17865,Entire home/apt,4372.0,100,0,No Review,0.0,20,365,0,Anadolu
31135620,73724394,Kartal,40.909008,29.178783,Entire home/apt,4372.0,100,1,2023-08-08,0.04,20,365,0,Anadolu
31136182,73724394,Kartal,40.9091,29.17865,Entire home/apt,4372.0,100,0,No Review,0.0,20,365,0,Anadolu
31136445,73724394,Kartal,40.9091,29.17865,Private room,2672.0,100,0,No Review,0.0,20,365,0,Anadolu
29790308,224122331,Maltepe,40.94252,29.12671,Private room,832.0,100,0,No Review,0.0,1,269,0,Anadolu
29812124,223002612,Beyoglu,41.02971,28.97606,Entire home/apt,2740.0,2,117,2025-09-07,1.39,5,355,25,Avrupa
29815302,205503131,Beyoglu,41.02714,28.97428,Entire home/apt,2253.0,2,71,2023-10-30,0.85,21,342,0,Avrupa
29816349,205503131,Beyoglu,41.02511,28.97354,Entire home/apt,1901.0,2,72,2025-05-19,0.86,21,341,4,Avrupa
29842168,34416018,Fatih,41.0047721862793,28.96538352966309,Entire home/apt,2635.0,2,45,2025-01-02,0.58,6,360,1,Avrupa
29890959,34416018,Fatih,41.004772,28.965384,Entire home/apt,2322.0,2,36,2024-11-12,0.47,6,342,4,Avrupa
29932879,34416018,Fatih,41.004772,28.965384,Entire home/apt,2635.0,2,75,2025-08-09,0.9,6,360,2,Avrupa
29933040,45275486,Beyoglu,41.03918,28.97476,Private room,1000.0,10,99,2024-12-18,1.19,1,349,1,Avrupa
29937498,128656719,Kadikoy,40.98956,29.03375,Entire home/apt,2212.0,1,120,2025-09-26,1.45,10,362,6,Anadolu
29937686,128656719,Kadikoy,40.98742,29.03419,Entire home/apt,3922.0,1,202,2025-08-30,2.42,10,72,15,Anadolu
30059418,4827459,Beyoglu,41.02906,28.98077,Entire home/apt,1159.0,100,2,2021-08-26,0.03,6,365,0,Avrupa
30065676,30042570,Beyoglu,41.03096,28.97088,Private room,835.0,100,71,2024-03-08,0.86,2,363,0,Avrupa
30115759,191490186,Beyoglu,41.03314,28.97957,Entire home/apt,2635.0,100,0,No Review,0.0,1,365,0,Avrupa
30123811,100552418,Basaksehir,41.06724,28.68715,Entire home/apt,1046.0,100,4,2019-03-04,0.05,1,238,0,Avrupa
30129215,225719048,Beyoglu,41.02545,28.97136,Entire home/apt,3343.0,2,1,2022-09-28,0.03,15,353,0,Avrupa
30143272,34494372,Fatih,41.00656,28.97879,Hotel room,1017.0,1,14,2025-06-09,0.17,10,356,3,Avrupa
30143809,226487677,Beyoglu,41.03862,28.98271,Entire home/apt,1562.0,2,39,2025-07-14,0.47,13,331,8,Avrupa
31734914,105717122,Beyoglu,41.02958,28.97914,Shared room,1050.0,100,12,2021-10-28,0.15,2,363,0,Avrupa
31776270,185224988,Bahcelievler,41.00102,28.8407,Entire home/apt,1480.0,100,0,No Review,0.0,7,365,0,Avrupa
31777319,9110609,Besiktas,41.07655,29.02119,Entire home/apt,1592.0,100,49,2024-10-03,0.67,1,230,1,Avrupa
31793679,238218730,Beyoglu,41.02533,28.97218,Entire home/apt,1973.0,1,319,2025-09-14,3.95,11,60,56,Avrupa
31799667,238218730,Beyoglu,41.02725,28.97264,Entire home/apt,1973.0,1,337,2025-09-20,4.15,11,52,54,Avrupa
31800824,238218730,Beyoglu,41.02749,28.97124,Entire home/apt,2176.0,1,262,2025-09-18,3.23,11,72,38,Avrupa
31801225,238218730,Beyoglu,41.02564,28.97093,Entire home/apt,2176.0,1,242,2025-09-19,2.98,11,74,43,Avrupa
31801680,238218730,Beyoglu,41.02533,28.97164,Entire home/apt,2298.0,1,208,2025-09-09,2.56,11,75,41,Avrupa
31802291,238218730,Beyoglu,41.02657,28.97284,Entire home/apt,2675.0,1,280,2025-09-20,3.47,11,76,46,Avrupa
31818278,218116060,Fatih,41.02038,28.9462,Entire home/apt,2002.0,100,16,2023-09-17,0.44,1,365,0,Avrupa
31829712,238218730,Beyoglu,41.02608,28.97102,Entire home/apt,2439.0,1,212,2025-09-15,2.62,11,73,42,Avrupa
31840680,217446075,Fatih,41.00225,28.96996,Entire home/apt,4537.0,3,67,2025-09-27,0.89,2,312,48,Avrupa
31844291,238218730,Beyoglu,41.02569,28.97125,Entire home/apt,2095.0,1,162,2025-09-19,2.01,11,74,28,Avrupa
31845058,238218730,Beyoglu,41.02547,28.97279,Entire home/apt,2064.0,1,350,2025-09-17,4.33,11,68,62,Avrupa
31865044,28375315,Beyoglu,41.027169,28.9744933,Entire home/apt,2702.0,1,31,2025-01-09,0.39,5,359,1,Avrupa
31912019,16885461,Beyoglu,41.03185,28.98502,Entire home/apt,5657.0,100,33,2023-11-04,0.47,1,276,0,Avrupa
31937019,239457633,Sisli,41.06078,28.97547,Private room,884.0,100,0,No Review,0.0,1,179,0,Avrupa
